套料图名,分段号,切割机,切割序号,切割开始(min),切割完成(min),切割工时(min),原料吊运开始(min),原料空驶完成(min),原料吊运完成(min),原料吊运返回完成(min),工位开始(min),等待结束(min),工位处理时间(min),工位完工(min),工位,最低优先级
T63S-4088,STA238FC,N5,30,1181.6040100573166,1196.1574277932448,14.553417735928244,1168.439007128328,1176.439007128328,1179.439007128328,1179.439007128328,1179.439007128328,1181.6040100573166,13.678335714285595,1209.8357635075304,0,2
T63S-4089,STA238FC,N2,31,1093.7768580296647,1113.1150146057737,19.338156576109075,1059.8486546220472,1067.8486546220472,1070.8486546220472,1070.8486546220472,1070.8486546220472,1093.7768580296647,10.833499999999958,1123.9485146057737,0,1
T63S-4090,STA238FC,N5,32,1196.9630462111627,1215.6966086633402,18.733562452177452,1190.9630462111627,1193.9630462111627,1196.9630462111627,1196.9630462111627,1196.9630462111627,1196.9630462111627,9.341419076923103,1225.0380277402633,1,3
T63S-4091,STA238FC,N5,33,1215.6966086633402,1237.3730797676246,21.67647110428448,1203.8357635075304,1206.8357635075304,1209.8357635075304,1209.8357635075304,1209.8357635075304,1215.6966086633402,23.415743730158965,1260.7888234977836,0,2
T63S-4092,STA238FC,N2,34,1117.1166118758185,1163.2518998242685,46.1352879484501,1106.1166118758185,1114.1166118758185,1117.1166118758185,1117.1166118758185,1117.1166118758185,1117.1166118758185,37.53495087301599,1200.7868506972845,1,2
T63S-4093,STA238FC,N5,35,1237.3730797676246,1284.6596805602924,47.2866007926677,1225.0380277402633,1233.0380277402633,1236.0380277402633,1236.0380277402633,1236.0380277402633,1237.3730797676246,10.830796307692253,1295.4904768679846,1,1
T63S-4094,STA238FC,N2,36,1163.2518998242685,1207.5550309040295,44.30313107976093,1117.9485146057737,1120.9485146057737,1123.9485146057737,1123.9485146057737,1123.9485146057737,1163.2518998242685,38.482996836233724,1246.0380277402633,0,1
T63S-4095,STA238FC,N5,37,1284.6596805602924,1324.918648418282,40.25896785798957,1249.7888234977836,1257.7888234977836,1260.7888234977836,1260.7888234977836,1260.7888234977836,1284.6596805602924,102.16076714285714,1427.079415561139,0,3
T63S-4096,STA238FC,N2,38,1207.5550309040295,1244.7761977918112,37.22116688778165,1196.9630462111627,1199.9630462111627,1202.9630462111627,1202.9630462111627,1202.9630462111627,1207.5550309040295,23.058268015872954,1267.8344658076842,1,2
T63S-4097,STA238FC,N5,39,1324.918648418282,1348.3223855415174,23.40373712323541,1295.4904768679846,1298.4904768679846,1301.4904768679846,1301.4904768679846,1301.4904768679846,1324.918648418282,122.79039692438323,1471.1127824659006,1,1
T63S-4098,STA238FC,N2,40,1266.7888234977836,1303.2424404841322,36.453616986348536,1260.7888234977836,1263.7888234977836,1266.7888234977836,1266.7888234977836,1266.7888234977836,1266.7888234977836,6.0267754871795205,1309.2692159713117,0,1
